Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5§, Confirmed, Current week","Invasive pneumococcal disease, age < 5§, Confirmed, Current week, flag ","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†, flag","Invasive pneumococcal disease, age < 5§, Probable, Current week","Invasive pneumococcal disease, age < 5§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2018†","Invasive pneumococcal disease, age < 5§, Probable, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
IOWA,2019,44,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194421
KANSAS,2019,44,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20194422
MINNESOTA,2019,44,,-,3,,7,,18,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194423
MISSOURI,2019,44,,-,2,,16,,26,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20194424
NEBRASKA,2019,44,,-,2,,11,,8,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194425
NORTH DAKOTA,2019,44,,-,1,,7,,4,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194426
SOUTH DAKOTA,2019,44,,-,1,,5,,4,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194427
SOUTH ATLANTIC,2019,44,1,,9,,174,,153,,,-,1,,3,,6,,,SOUTH ATLANTIC,20194428
DELAWARE,2019,44,,-,3,,4,,4,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194429
DISTRICT OF COLUMBIA,2019,44,,-,1,,1,,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194430
FLORIDA,2019,44,1,,6,,69,,45,,,-,1,,3,,4,,"FLORIDA
(28.260731, -82.420978)",,20194431
GEORGIA,2019,44,,-,5,,43,,51,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194432
MARYLAND,2019,44,,-,3,,20,,15,,,-,0,,,-,1,,"MARYLAND
(38.946466, -76.687282)",,20194433
NORTH CAROLINA,2019,44,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194434
SOUTH CAROLINA,2019,44,,-,2,,13,,12,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194435
VIRGINIA,2019,44,,-,2,,15,,17,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20194436
WEST VIRGINIA,2019,44,,-,2,,9,,8,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194437
EAST SOUTH CENTRAL,2019,44,1,,8,,59,,72,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20194438
ALABAMA,2019,44,,-,3,,17,,22,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194439
KENTUCKY,2019,44,,-,2,,8,,9,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20194440
MISSISSIPPI,2019,44,,-,3,,17,,12,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194441
TENNESSEE,2019,44,1,,3,,17,,29,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194442
WEST SOUTH CENTRAL,2019,44,2,,11,,123,,135,,,-,1,,2,,6,,,WEST SOUTH CENTRAL,20194443
ARKANSAS,2019,44,,-,4,,25,,15,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194444
LOUISIANA,2019,44,,-,2,,16,,26,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20194445
OKLAHOMA,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194446
TEXAS,2019,44,2,,9,,82,,94,,,-,1,,2,,4,,"TEXAS
(31.447238, -99.317341)",,20194447
MOUNTAIN,2019,44,1,,5,,83,,101,,,-,1,,1,,1,,,MOUNTAIN,20194448
ARIZONA,2019,44,,-,3,,30,,29,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20194449
COLORADO,2019,44,1,,1,,13,,17,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194450
IDAHO,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194451
MONTANA,2019,44,,-,1,,4,,8,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194452
NEVADA,2019,44,,-,2,,9,,12,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194453
NEW MEXICO,2019,44,,-,2,,13,,11,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194454
UTAH,2019,44,,-,2,,14,,18,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20194455
WYOMING,2019,44,,-,0,,,-,6,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194456
PACIFIC,2019,44,,-,1,,10,,15,,,-,1,,1,,,-,,PACIFIC,20194457
ALASKA,2019,44,,-,1,,3,,12,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194458
CALIFORNIA,2019,44,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20194459
HAWAII,2019,44,,-,1,,7,,3,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194460
OREGON,2019,44,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20194461
WASHINGTON,2019,44,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194462
US TERRITORIES,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194463
AMERICAN SAMOA,2019,44,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194464
NORTHERN MARIANA ISLANDS,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194465
GUAM,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194466
PUERTO RICO,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194467
U.S. VIRGIN ISLANDS,2019,44,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194468
NON-US RESIDENTS,2019,44,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194469
TOTAL,2019,44,8,,35,,731,,819,,1,,2,,17,,27,,,TOTAL,20194470
US RESIDENTS,2019,45,11,,35,,750,,843,,1,,2,,19,,29,,,US RESIDENTS,20194501
NEW ENGLAND,2019,45,,-,3,,36,,38,,,-,1,,,-,1,,,NEW ENGLAND,20194502
CONNECTICUT,2019,45,,-,1,,7,,8,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194503
MAINE,2019,45,,-,2,,4,,3,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194504
MASSACHUSETTS,2019,45,,-,3,,15,,22,,,-,1,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194505
NEW HAMPSHIRE,2019,45,,-,1,,2,,3,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194506
RHODE ISLAND,2019,45,,-,2,,7,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194507
VERMONT,2019,45,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194508
MIDDLE ATLANTIC,2019,45,1,,7,,77,,110,,,-,1,,2,,2,,MIDDLE ATLANTIC,,20194509
NEW JERSEY,2019,45,1,,4,,17,,22,,,-,1,,,-,2,,"NEW JERSEY
(40.110253, -74.655514)",,20194510
NEW YORK,2019,45,,-,3,,25,,30,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20194511
NEW YORK CITY,2019,45,,-,4,,28,,32,,,-,0,,,-,,-,,NEW YORK CITY,20194512
PENNSYLVANIA,2019,45,,-,3,,7,,26,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194513
EAST NORTH CENTRAL,2019,45,2,,8,,119,,133,,1,,1,,7,,5,,,EAST NORTH CENTRAL,20194514
ILLINOIS,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194515
INDIANA,2019,45,,-,4,,25,,22,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194516
MICHIGAN,2019,45,,-,3,,36,,29,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20194517
OHIO,2019,45,2,,3,,39,,50,,1,,1,,6,,5,,"OHIO
(40.415534, -82.70936)",,20194518
WISCONSIN,2019,45,,-,4,,19,,32,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194519
WEST NORTH CENTRAL,2019,45,,-,5,,58,,74,,,-,1,,2,,7,,,WEST NORTH CENTRAL,20194520
IOWA,2019,45,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194521
KANSAS,2019,45,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20194522
MINNESOTA,2019,45,,-,3,,7,,20,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194523
MISSOURI,2019,45,,-,2,,16,,26,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20194524
NEBRASKA,2019,45,,-,2,,11,,9,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194525
NORTH DAKOTA,2019,45,,-,2,,8,,4,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194526
SOUTH DAKOTA,2019,45,,-,1,,5,,4,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194527
SOUTH ATLANTIC,2019,45,3,,9,,177,,157,,,-,1,,3,,6,,,SOUTH ATLANTIC,20194528
DELAWARE,2019,45,,-,3,,4,,4,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194529
DISTRICT OF COLUMBIA,2019,45,,-,1,,1,,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194530
FLORIDA,2019,45,3,,6,,72,,47,,,-,1,,3,,4,,"FLORIDA
(28.260731, -82.420978)",,20194531
GEORGIA,2019,45,,-,5,,43,,51,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194532
MARYLAND,2019,45,,-,3,,20,,16,,,-,0,,,-,1,,"MARYLAND
(38.946466, -76.687282)",,20194533
NORTH CAROLINA,2019,45,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194534
SOUTH CAROLINA,2019,45,,-,2,,13,,13,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194535
VIRGINIA,2019,45,,-,2,,15,,17,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20194536
WEST VIRGINIA,2019,45,,-,2,,9,,8,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194537
EAST SOUTH CENTRAL,2019,45,,-,8,,60,,73,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20194538
ALABAMA,2019,45,,-,3,,17,,22,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194539
KENTUCKY,2019,45,,-,2,,8,,10,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20194540
MISSISSIPPI,2019,45,,-,3,,18,,12,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194541
TENNESSEE,2019,45,,-,3,,17,,29,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194542
WEST SOUTH CENTRAL,2019,45,4,,11,,129,,138,,,-,1,,3,,6,,,WEST SOUTH CENTRAL,20194543
ARKANSAS,2019,45,2,,4,,27,,15,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194544
LOUISIANA,2019,45,,-,2,,16,,28,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20194545
OKLAHOMA,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194546
TEXAS,2019,45,2,,9,,86,,95,,,-,1,,3,,4,,"TEXAS
(31.447238, -99.317341)",,20194547
MOUNTAIN,2019,45,1,,5,,84,,104,,,-,1,,1,,1,,,MOUNTAIN,20194548
ARIZONA,2019,45,,-,3,,30,,30,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20194549
COLORADO,2019,45,1,,1,,14,,18,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194550
IDAHO,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194551
MONTANA,2019,45,,-,1,,4,,8,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194552
NEVADA,2019,45,,-,2,,9,,13,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194553
NEW MEXICO,2019,45,,-,2,,13,,11,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194554
UTAH,2019,45,,-,2,,14,,18,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20194555
WYOMING,2019,45,,-,0,,,-,6,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194556
PACIFIC,2019,45,,-,1,,10,,16,,,-,1,,1,,,-,,PACIFIC,20194557
ALASKA,2019,45,,-,1,,3,,12,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194558
CALIFORNIA,2019,45,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20194559
HAWAII,2019,45,,-,1,,7,,4,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194560
OREGON,2019,45,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20194561
WASHINGTON,2019,45,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194562
US TERRITORIES,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194563
AMERICAN SAMOA,2019,45,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194564
NORTHERN MARIANA ISLANDS,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194565
GUAM,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194566
PUERTO RICO,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194567
U.S. VIRGIN ISLANDS,2019,45,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194568
NON-US RESIDENTS,2019,45,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194569
TOTAL,2019,45,11,,35,,750,,843,,1,,2,,19,,29,,,TOTAL,20194570
US RESIDENTS,2019,46,10,,35,,765,,858,,,-,2,,19,,29,,,US RESIDENTS,20194601
NEW ENGLAND,2019,46,,-,3,,38,,40,,,-,1,,,-,1,,,NEW ENGLAND,20194602
CONNECTICUT,2019,46,,-,1,,7,,8,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194603
MAINE,2019,46,,-,2,,4,,4,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194604
MASSACHUSETTS,2019,46,,-,3,,17,,22,,,-,1,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194605
NEW HAMPSHIRE,2019,46,,-,1,,2,,4,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194606
RHODE ISLAND,2019,46,,-,2,,7,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194607
VERMONT,2019,46,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194608
MIDDLE ATLANTIC,2019,46,1,,7,,78,,113,,,-,1,,2,,2,,MIDDLE ATLANTIC,,20194609
NEW JERSEY,2019,46,,-,4,,17,,22,,,-,0,,,-,2,,"NEW JERSEY
(40.110253, -74.655514)",,20194610
NEW YORK,2019,46,1,,3,,26,,33,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20194611
NEW YORK CITY,2019,46,,-,4,,28,,32,,,-,0,,,-,,-,,NEW YORK CITY,20194612
PENNSYLVANIA,2019,46,,-,3,,7,,26,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194613
EAST NORTH CENTRAL,2019,46,1,,8,,120,,138,,,-,1,,7,,5,,,EAST NORTH CENTRAL,20194614
ILLINOIS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194615
INDIANA,2019,46,,-,4,,25,,22,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194616
MICHIGAN,2019,46,,-,3,,36,,31,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20194617
OHIO,2019,46,1,,3,,40,,52,,,-,1,,6,,5,,"OHIO
(40.415534, -82.70936)",,20194618
WISCONSIN,2019,46,,-,4,,19,,33,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194619
WEST NORTH CENTRAL,2019,46,,-,5,,58,,74,,,-,1,,2,,7,,,WEST NORTH CENTRAL,20194620
IOWA,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194621
KANSAS,2019,46,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20194622
MINNESOTA,2019,46,,-,3,,7,,20,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20194623
MISSOURI,2019,46,,-,2,,16,,26,,,-,1,,,-,5,,"MISSOURI
(38.3675, -92.477244)",,20194624
NEBRASKA,2019,46,,-,2,,11,,9,,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20194625
NORTH DAKOTA,2019,46,,-,2,,8,,4,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20194626
SOUTH DAKOTA,2019,46,,-,1,,5,,4,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20194627
SOUTH ATLANTIC,2019,46,3,,9,,181,,157,,,-,1,,3,,6,,,SOUTH ATLANTIC,20194628
DELAWARE,2019,46,,-,3,,4,,4,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20194629
DISTRICT OF COLUMBIA,2019,46,,-,1,,1,,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20194630
FLORIDA,2019,46,1,,6,,73,,47,,,-,1,,3,,4,,"FLORIDA
(28.260731, -82.420978)",,20194631
GEORGIA,2019,46,1,,5,,44,,51,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20194632
MARYLAND,2019,46,,-,3,,20,,16,,,-,0,,,-,1,,"MARYLAND
(38.946466, -76.687282)",,20194633
NORTH CAROLINA,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20194634
SOUTH CAROLINA,2019,46,,-,2,,13,,13,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20194635
VIRGINIA,2019,46,1,,2,,16,,17,,,-,0,,,-,1,,"VIRGINIA
(37.510861, -78.666382)",,20194636
WEST VIRGINIA,2019,46,,-,2,,10,,8,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20194637
EAST SOUTH CENTRAL,2019,46,,-,8,,61,,74,,,-,0,,,-,1,,,EAST SOUTH CENTRAL,20194638
ALABAMA,2019,46,,-,3,,17,,23,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20194639
KENTUCKY,2019,46,,-,2,,8,,10,,,-,0,,,-,1,,"KENTUCKY
(37.526683, -85.290484)",,20194640
MISSISSIPPI,2019,46,,-,3,,18,,12,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20194641
TENNESSEE,2019,46,,-,3,,18,,29,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20194642
WEST SOUTH CENTRAL,2019,46,5,,11,,134,,141,,,-,1,,3,,6,,,WEST SOUTH CENTRAL,20194643
ARKANSAS,2019,46,,-,4,,27,,16,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20194644
LOUISIANA,2019,46,,-,2,,16,,28,,,-,1,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20194645
OKLAHOMA,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20194646
TEXAS,2019,46,5,,9,,91,,97,,,-,1,,3,,4,,"TEXAS
(31.447238, -99.317341)",,20194647
MOUNTAIN,2019,46,,-,5,,85,,105,,,-,1,,1,,1,,,MOUNTAIN,20194648
ARIZONA,2019,46,,-,3,,30,,30,,,-,0,,,-,1,,"ARIZONA
(34.293239, -111.664616)",,20194649
COLORADO,2019,46,,-,1,,14,,19,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20194650
IDAHO,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20194651
MONTANA,2019,46,,-,1,,5,,8,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20194652
NEVADA,2019,46,,-,2,,9,,13,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20194653
NEW MEXICO,2019,46,,-,2,,13,,11,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20194654
UTAH,2019,46,,-,2,,14,,18,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20194655
WYOMING,2019,46,,-,0,,,-,6,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20194656
PACIFIC,2019,46,,-,1,,10,,16,,,-,1,,1,,,-,,PACIFIC,20194657
ALASKA,2019,46,,-,1,,3,,12,,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20194658
CALIFORNIA,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20194659
HAWAII,2019,46,,-,1,,7,,4,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20194660
OREGON,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20194661
WASHINGTON,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20194662
US TERRITORIES,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20194663
AMERICAN SAMOA,2019,46,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20194664
NORTHERN MARIANA ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20194665
GUAM,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20194666
PUERTO RICO,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20194667
U.S. VIRGIN ISLANDS,2019,46,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20194668
NON-US RESIDENTS,2019,46,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20194669
TOTAL,2019,46,10,,35,,765,,858,,,-,2,,19,,29,,,TOTAL,20194670
US RESIDENTS,2019,47,12,,35,,790,,881,,,-,2,,21,,29,,,US RESIDENTS,20194701
NEW ENGLAND,2019,47,,-,3,,39,,40,,,-,1,,,-,1,,,NEW ENGLAND,20194702
CONNECTICUT,2019,47,,-,1,,8,,8,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20194703
MAINE,2019,47,,-,2,,4,,4,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20194704
MASSACHUSETTS,2019,47,,-,3,,17,,22,,,-,1,,,-,1,,"MASSACHUSETTS
(42.151077, -71.481104)",,20194705
NEW HAMPSHIRE,2019,47,,-,1,,2,,4,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20194706
RHODE ISLAND,2019,47,,-,2,,7,,1,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20194707
VERMONT,2019,47,,-,1,,1,,1,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20194708
MIDDLE ATLANTIC,2019,47,,-,7,,77,,118,,,-,1,,2,,2,,MIDDLE ATLANTIC,,20194709
NEW JERSEY,2019,47,,-,4,,17,,22,,,-,0,,,-,2,,"NEW JERSEY
(40.110253, -74.655514)",,20194710
NEW YORK,2019,47,,-,3,,26,,34,,,-,1,,1,,,-,"NEW YORK
(42.921241, -75.59655)",,20194711
NEW YORK CITY,2019,47,,-,4,,28,,35,,,-,0,,,-,,-,,NEW YORK CITY,20194712
PENNSYLVANIA,2019,47,,-,3,,6,,27,,,-,1,,1,,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20194713
EAST NORTH CENTRAL,2019,47,2,,8,,122,,140,,,-,1,,7,,5,,,EAST NORTH CENTRAL,20194714
ILLINOIS,2019,47,,-,0,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20194715
INDIANA,2019,47,,-,4,,26,,23,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20194716
MICHIGAN,2019,47,,-,3,,36,,32,,,-,1,,1,,,-,"MICHIGAN
(44.874798, -85.730977)",,20194717
OHIO,2019,47,2,,3,,41,,52,,,-,1,,6,,5,,"OHIO
(40.415534, -82.70936)",,20194718
WISCONSIN,2019,47,,-,4,,19,,33,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20194719
WEST NORTH CENTRAL,2019,47,,-,5,,59,,77,,,-,1,,2,,7,,,WEST NORTH CENTRAL,20194720
IOWA,2019,47,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20194721
KANSAS,2019,47,,-,2,,11,,11,,,-,1,,2,,1,,"KANSAS
(38.484729, -98.38018)",,20194722
